현토,빈도,TAM범주,주요범주
이하여하니라이라는라,2,"declarative_mood, deontic_mood",declarative_mood
은며라하여이니하고이이로다,2,"declarative_mood, deontic_mood",declarative_mood
는하여라이어늘하니라,2,"declarative_mood, deontic_mood",declarative_mood
으로라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는요는요는라로하고하고이라,2,"declarative_mood, deontic_mood",declarative_mood
로하고하고이라로라하니라,2,"declarative_mood, deontic_mood",declarative_mood
으로하여하니라을이라,2,"declarative_mood, deontic_mood",declarative_mood
을이라를라,2,"declarative_mood, deontic_mood",declarative_mood
하니라면나아,2,"declarative_mood, deontic_mood",declarative_mood
이라가하니는라하여하니,2,"declarative_mood, deontic_mood",declarative_mood
면나아를라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는이라하고하나니라라,2,"declarative_mood, deontic_mood",declarative_mood
하고하나니라라은요은니,2,"declarative_mood, deontic_mood",declarative_mood
요이니이라라,2,"declarative_mood, deontic_mood",declarative_mood
라엔이라야니라,2,"declarative_mood, deontic_mood",declarative_mood
니라면니니을라,2,"declarative_mood, deontic_mood",declarative_mood
하여는라도하고는라도라하나니라,2,"declarative_mood, deontic_mood",declarative_mood
하나니라이라,2,"declarative_mood, deontic_mood",declarative_mood
니라하여하니라,2,"declarative_mood, deontic_mood",declarative_mood
하여이면이요리라,2,"epistemic_mood, deontic_mood",epistemic_mood
하니라하니니이다,2,"declarative_mood, deontic_mood",declarative_mood
하면이니라이니라,2,"declarative_mood, deontic_mood",declarative_mood
는라일새이니라,2,"declarative_mood, deontic_mood",declarative_mood
일새이니라이면아,2,"declarative_mood, deontic_mood",declarative_mood
하다하니하여라하니라,2,"declarative_mood, deontic_mood",declarative_mood
이라인댄니이라도이라,2,"declarative_mood, deontic_mood",declarative_mood
는요하니라하고하다,2,"declarative_mood, deontic_mood",declarative_mood
라하니라하니이면하니라,2,"declarative_mood, deontic_mood",declarative_mood
에하고에하여에이라,2,"declarative_mood, deontic_mood",declarative_mood
은에하여하니라이라,2,"declarative_mood, deontic_mood",declarative_mood
하여는어늘라이니라,2,"declarative_mood, deontic_mood",declarative_mood
는니라이라이니라,2,"declarative_mood, deontic_mood",declarative_mood
는니면이라라,2,"declarative_mood, deontic_mood",declarative_mood
은라로이니하여하니라,2,"declarative_mood, deontic_mood",declarative_mood
엔라이이나하여이라라,2,"declarative_mood, deontic_mood",declarative_mood
하여라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
요로하니이라이라은하여요라,2,"declarative_mood, deontic_mood",declarative_mood
나라야라는이라라,2,"declarative_mood, deontic_mood",declarative_mood
면이라이라야라,2,"declarative_mood, deontic_mood",declarative_mood
에는라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
로는라는이나이하여하니라,2,"declarative_mood, deontic_mood",declarative_mood
하여하니라이요라,2,"declarative_mood, deontic_mood",declarative_mood
은하여니는라은으로하고하니라,2,"declarative_mood, deontic_mood",declarative_mood
하니리라이하고어늘,2,"epistemic_mood, deontic_mood",epistemic_mood
이나는라은이요은이니이라라,2,"declarative_mood, deontic_mood",declarative_mood
하면이이라요이라라는니라,2,"declarative_mood, deontic_mood",declarative_mood
이이요이이라는요은라,2,"declarative_mood, deontic_mood",declarative_mood
하여하고에이이라이라,2,"declarative_mood, deontic_mood",declarative_mood
이이라이라이라,2,"declarative_mood, deontic_mood",declarative_mood
오하다하고하여은라,2,"deontic_mood, interrogative_mood",deontic_mood
이에이니라면이라,2,"declarative_mood, deontic_mood",declarative_mood
이라하니라는이라,2,"declarative_mood, deontic_mood",declarative_mood
이라에하여하여하고하다,2,"declarative_mood, deontic_mood",declarative_mood
라하여하나니은니라,2,"declarative_mood, deontic_mood",declarative_mood
에이이라하니이면라,2,"declarative_mood, deontic_mood",declarative_mood
이어늘하니오하고하라,2,"deontic_mood, interrogative_mood",deontic_mood
는니는라일새이라,2,"declarative_mood, deontic_mood",declarative_mood
에하다이하니이라,2,"declarative_mood, deontic_mood",declarative_mood
는어늘이면이니라라,2,"declarative_mood, deontic_mood",declarative_mood
하다이한대이니이라하다,2,"declarative_mood, deontic_mood",declarative_mood
이면니을라이라,2,"declarative_mood, deontic_mood",declarative_mood
이라한대하여고하고,2,"declarative_mood, deontic_mood",declarative_mood
에이하고하여이라하니,2,"declarative_mood, deontic_mood",declarative_mood
이라은일새라,2,"declarative_mood, deontic_mood",declarative_mood
에이하니이면하리니하라,2,"epistemic_mood, deontic_mood",epistemic_mood
하니라는니라,2,"declarative_mood, deontic_mood",declarative_mood
이나하여니라라,2,"declarative_mood, deontic_mood",declarative_mood
이에이라에이하니,2,"declarative_mood, deontic_mood",declarative_mood
이한대이이라하여늘하여하고하다,2,"declarative_mood, deontic_mood",declarative_mood
에하니이이라이한대이이라하여늘,2,"declarative_mood, deontic_mood",declarative_mood
는라는이요어늘하니는이요이니라,2,"declarative_mood, deontic_mood",declarative_mood
하다에하니이이라,2,"declarative_mood, deontic_mood",declarative_mood
이하니이라이니,2,"declarative_mood, deontic_mood",declarative_mood
은이요니이요하니이라라,2,"declarative_mood, deontic_mood",declarative_mood
하니라이로되엔라,2,"declarative_mood, deontic_mood",declarative_mood
하고하여하니라면라,2,"declarative_mood, deontic_mood",declarative_mood
요라로에하니이다,2,"declarative_mood, deontic_mood",declarative_mood
니니라하니라는이요은라,2,"declarative_mood, deontic_mood",declarative_mood
로이니하여라이라로라,2,"declarative_mood, deontic_mood",declarative_mood
이라로라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는이요은니라,2,"declarative_mood, deontic_mood",declarative_mood
라는니이요니이라라,2,"declarative_mood, deontic_mood",declarative_mood
로에하고라하니라,2,"declarative_mood, deontic_mood",declarative_mood
라하여라하니이다하소서,2,"declarative_mood, deontic_mood",declarative_mood
이면나라하니라,2,"declarative_mood, deontic_mood",declarative_mood
이니이이라이요이라,2,"declarative_mood, deontic_mood",declarative_mood
하니하여하니이라하고라,2,"declarative_mood, deontic_mood",declarative_mood
하고라면리라,2,"epistemic_mood, deontic_mood",epistemic_mood
으로하여이면라는이니라,2,"declarative_mood, deontic_mood",declarative_mood
하고는니라라,2,"declarative_mood, deontic_mood",declarative_mood
은니에라,2,deontic_mood,deontic_mood
하여하고라이면하니라,2,"declarative_mood, deontic_mood",declarative_mood
이이어늘은오는요일새라,2,"deontic_mood, interrogative_mood",deontic_mood
니은라이이어늘은오,2,"deontic_mood, interrogative_mood",deontic_mood
한대하니하여이라,2,"declarative_mood, deontic_mood",declarative_mood
이라이라이니면라,2,"declarative_mood, deontic_mood",declarative_mood
이나하니라하나니라이라,2,"declarative_mood, deontic_mood",declarative_mood
하나니라이라하여라,2,"declarative_mood, deontic_mood",declarative_mood
이로되이라로하니라라,2,"declarative_mood, deontic_mood",declarative_mood
은요하니라하니이니라,2,"declarative_mood, deontic_mood",declarative_mood
하니이니라은은어늘하니라,2,"declarative_mood, deontic_mood",declarative_mood
은은어늘하니라은니라,2,"declarative_mood, deontic_mood",declarative_mood
은이라으로하니라,2,"declarative_mood, deontic_mood",declarative_mood
은라하고은라이라는하여라,2,"declarative_mood, deontic_mood",declarative_mood
하여이라는니라,2,"declarative_mood, deontic_mood",declarative_mood
은하니이다에하여하니하고라,2,"declarative_mood, deontic_mood",declarative_mood
하여하니하니이라하여이니이다,2,"declarative_mood, deontic_mood",declarative_mood
는니하고라에이라,2,"declarative_mood, deontic_mood",declarative_mood
으로하고하니니라는요는라,2,"declarative_mood, deontic_mood",declarative_mood
에하니면라은라하고은라이라,2,"declarative_mood, deontic_mood",declarative_mood
이이요이이라은라,2,"declarative_mood, deontic_mood",declarative_mood
하여하니라이라는라이라,2,"declarative_mood, deontic_mood",declarative_mood
하고이니이다에하니이면이리이다,2,"epistemic_mood, declarative_mood",epistemic_mood
로이라하니로다,2,"declarative_mood, deontic_mood",declarative_mood
라하니라이면니는라,2,"declarative_mood, deontic_mood",declarative_mood
하여이요하니이라라,2,"declarative_mood, deontic_mood",declarative_mood
을하여하고하니이라요은라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니에이이러라,2,"deontic_mood, retrospective_aspect",deontic_mood
는하니요이며이라라,2,"declarative_mood, deontic_mood",declarative_mood
이한대하니이라인대라하고,2,"declarative_mood, deontic_mood",declarative_mood
는이라하니일새라,2,"declarative_mood, deontic_mood",declarative_mood
하니일새라는하고하니이라,2,"declarative_mood, deontic_mood",declarative_mood
이하다이한대하니이라,2,"declarative_mood, deontic_mood",declarative_mood
하며하나니인저는니라,2,"declarative_mood, deontic_mood",declarative_mood
는니라하여하나니,2,"declarative_mood, deontic_mood",declarative_mood
하나니이라하시니라는인저,2,"declarative_mood, deontic_mood",declarative_mood
이니이다는라하고,2,"declarative_mood, deontic_mood",declarative_mood
한대호되오이니이다,2,"declarative_mood, interrogative_mood",declarative_mood
면라이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는에이면라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하고이라하여나라,2,"declarative_mood, deontic_mood",declarative_mood
나하니라라,2,"declarative_mood, deontic_mood",declarative_mood
하니아는라,2,deontic_mood,deontic_mood
하고이면이라은이니도어든아,2,"declarative_mood, deontic_mood",declarative_mood
는이이라하니이니라,2,"declarative_mood, deontic_mood",declarative_mood
은하여니이이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
이하여하니요하니이라이라,2,"declarative_mood, deontic_mood",declarative_mood
은니하여라하고이라,2,"declarative_mood, deontic_mood",declarative_mood
로라은이요어늘는이니라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니이라이라하여라,2,"declarative_mood, deontic_mood",declarative_mood
하여라나하니라,2,"declarative_mood, deontic_mood",declarative_mood
이이니에이라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는니이라하여하니라,2,"declarative_mood, deontic_mood",declarative_mood
은니라이면라,2,"declarative_mood, deontic_mood",declarative_mood
니에라는라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하여하여하니이이라하니하니라,2,"declarative_mood, deontic_mood",declarative_mood
하여를이라하여라,2,"declarative_mood, deontic_mood",declarative_mood
하니하여라이이라하여라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니하여이러라는라,2,"deontic_mood, retrospective_aspect",deontic_mood
라호되이러라요은하고은하다,2,"deontic_mood, retrospective_aspect",deontic_mood
라는어늘하니이면이니라,2,"declarative_mood, deontic_mood",declarative_mood
이면하여는요하고은라는니라,2,"declarative_mood, deontic_mood",declarative_mood
는니이요라은하니라,2,"declarative_mood, deontic_mood",declarative_mood
